NAMESPACE	LAST SEEN	TYPE	REASON	OBJECT	MESSAGE
neuvector                   76s         Normal    Created                          pod/neuvector-scanner-pod-64d5b96b4d-j7pnx                       Created container istio-proxy
neuvector                   76s         Normal    Started                          pod/neuvector-scanner-pod-64d5b96b4d-j7pnx                       Started container istio-proxy
neuvector                   76s         Normal    Pulled                           pod/neuvector-scanner-pod-64d5b96b4d-l2h8p                       Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
neuvector                   76s         Normal    Created                          pod/neuvector-scanner-pod-64d5b96b4d-l2h8p                       Created container istio-proxy
neuvector                   76s         Normal    Pulled                           pod/neuvector-controller-pod-76986f95cb-w2b2d                    Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
neuvector                   76s         Normal    Created                          pod/neuvector-controller-pod-76986f95cb-w2b2d                    Created container istio-proxy
neuvector                   76s         Normal    Started                          pod/neuvector-controller-pod-76986f95cb-w2b2d                    Started container istio-proxy
neuvector                   76s         Normal    Started                          pod/neuvector-scanner-pod-64d5b96b4d-l2h8p                       Started container istio-proxy
neuvector                   76s         Normal    Pulled                           pod/neuvector-manager-pod-766f4b86f6-74kwz                       Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
neuvector                   76s         Normal    Started                          pod/neuvector-manager-pod-766f4b86f6-74kwz                       Started container istio-proxy
neuvector                   76s         Normal    Created                          pod/neuvector-controller-pod-76986f95cb-7dh7q                    Created container istio-init
neuvector                   76s         Normal    Pulled                           pod/neuvector-enforcer-pod-lj8mb                                 Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
neuvector                   76s         Normal    Created                          pod/neuvector-enforcer-pod-lj8mb                                 Created container istio-proxy
neuvector                   76s         Normal    Created                          pod/neuvector-manager-pod-766f4b86f6-74kwz                       Created container istio-proxy
neuvector                   76s         Normal    Created                          pod/neuvector-manager-pod-766f4b86f6-74kwz                       Created container istio-init
neuvector                   76s         Normal    Started                          pod/neuvector-manager-pod-766f4b86f6-74kwz                       Started container istio-init
neuvector                   76s         Normal    Pulled                           pod/neuvector-manager-pod-766f4b86f6-74kwz                       Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
neuvector                   75s         Normal    Pulling                          pod/neuvector-controller-pod-76986f95cb-7dh7q                    Pulling image "127.0.0.1:31999/neuvector/controller:5.3.4-zarf-4157091163"
neuvector                   75s         Normal    Pulling                          pod/neuvector-scanner-pod-64d5b96b4d-j7pnx                       Pulling image "127.0.0.1:31999/neuvector/scanner:latest-zarf-3299389045"
neuvector                   75s         Normal    Pulling                          pod/neuvector-manager-pod-766f4b86f6-74kwz                       Pulling image "127.0.0.1:31999/neuvector/manager:5.3.4-zarf-1801671909"
neuvector                   75s         Normal    Pulling                          pod/neuvector-scanner-pod-64d5b96b4d-fn9sz                       Pulling image "127.0.0.1:31999/neuvector/scanner:latest-zarf-3299389045"
neuvector                   75s         Normal    Pulling                          pod/neuvector-enforcer-pod-lj8mb                                 Pulling image "127.0.0.1:31999/neuvector/enforcer:5.3.4-zarf-2886042343"
neuvector                   75s         Normal    Pulling                          pod/neuvector-controller-pod-76986f95cb-w2b2d                    Pulling image "127.0.0.1:31999/neuvector/controller:5.3.4-zarf-4157091163"
neuvector                   75s         Normal    Pulling                          pod/neuvector-scanner-pod-64d5b96b4d-l2h8p                       Pulling image "127.0.0.1:31999/neuvector/scanner:latest-zarf-3299389045"
neuvector                   75s         Normal    Pulling                          pod/neuvector-controller-pod-76986f95cb-2s9cv                    Pulling image "127.0.0.1:31999/neuvector/controller:5.3.4-zarf-4157091163"
neuvector                   74s         Normal    Started                          pod/neuvector-scanner-pod-64d5b96b4d-l2h8p                       Started container neuvector-scanner-pod
neuvector                   74s         Normal    Started                          pod/neuvector-scanner-pod-64d5b96b4d-j7pnx                       Started container neuvector-scanner-pod
neuvector                   74s         Normal    Pulled                           pod/neuvector-scanner-pod-64d5b96b4d-j7pnx                       Successfully pulled image "127.0.0.1:31999/neuvector/scanner:latest-zarf-3299389045" in 1.703s (1.703s including waiting)
neuvector                   74s         Normal    Created                          pod/neuvector-scanner-pod-64d5b96b4d-j7pnx                       Created container neuvector-scanner-pod
neuvector                   74s         Normal    Created                          pod/neuvector-scanner-pod-64d5b96b4d-l2h8p                       Created container neuvector-scanner-pod
neuvector                   74s         Normal    Started                          pod/neuvector-scanner-pod-64d5b96b4d-fn9sz                       Started container neuvector-scanner-pod
neuvector                   74s         Normal    Pulled                           pod/neuvector-scanner-pod-64d5b96b4d-fn9sz                       Successfully pulled image "127.0.0.1:31999/neuvector/scanner:latest-zarf-3299389045" in 1.714s (1.714s including waiting)
neuvector                   74s         Normal    Pulled                           pod/neuvector-scanner-pod-64d5b96b4d-l2h8p                       Successfully pulled image "127.0.0.1:31999/neuvector/scanner:latest-zarf-3299389045" in 1.701s (1.701s including waiting)
neuvector                   74s         Normal    Created                          pod/neuvector-scanner-pod-64d5b96b4d-fn9sz                       Created container neuvector-scanner-pod
neuvector                   73s         Normal    Started                          pod/neuvector-controller-pod-76986f95cb-7dh7q                    Started container neuvector-controller-pod
neuvector                   73s         Normal    Started                          pod/neuvector-enforcer-pod-lj8mb                                 Started container neuvector-enforcer-pod
neuvector                   73s         Normal    Pulled                           pod/neuvector-enforcer-pod-lj8mb                                 Successfully pulled image "127.0.0.1:31999/neuvector/enforcer:5.3.4-zarf-2886042343" in 2.187s (2.187s including waiting)
neuvector                   73s         Normal    Pulled                           pod/neuvector-controller-pod-76986f95cb-7dh7q                    Successfully pulled image "127.0.0.1:31999/neuvector/controller:5.3.4-zarf-4157091163" in 1.949s (1.949s including waiting)
neuvector                   73s         Normal    Started                          pod/neuvector-controller-pod-76986f95cb-2s9cv                    Started container neuvector-controller-pod
neuvector                   73s         Normal    Created                          pod/neuvector-controller-pod-76986f95cb-7dh7q                    Created container neuvector-controller-pod
neuvector                   73s         Normal    Started                          pod/neuvector-controller-pod-76986f95cb-w2b2d                    Started container neuvector-controller-pod
neuvector                   73s         Normal    Created                          pod/neuvector-enforcer-pod-lj8mb                                 Created container neuvector-enforcer-pod
neuvector                   73s         Normal    Created                          pod/neuvector-controller-pod-76986f95cb-2s9cv                    Created container neuvector-controller-pod
neuvector                   73s         Normal    Pulled                           pod/neuvector-controller-pod-76986f95cb-2s9cv                    Successfully pulled image "127.0.0.1:31999/neuvector/controller:5.3.4-zarf-4157091163" in 1.955s (1.955s including waiting)
neuvector                   73s         Normal    Pulled                           pod/neuvector-controller-pod-76986f95cb-w2b2d                    Successfully pulled image "127.0.0.1:31999/neuvector/controller:5.3.4-zarf-4157091163" in 1.937s (1.937s including waiting)
neuvector                   73s         Normal    Created                          pod/neuvector-controller-pod-76986f95cb-w2b2d                    Created container neuvector-controller-pod
neuvector                   72s         Normal    Created                          pod/neuvector-manager-pod-766f4b86f6-74kwz                       Created container neuvector-manager-pod
neuvector                   72s         Normal    Pulled                           pod/neuvector-manager-pod-766f4b86f6-74kwz                       Successfully pulled image "127.0.0.1:31999/neuvector/manager:5.3.4-zarf-1801671909" in 3.047s (3.047s including waiting)
neuvector                   72s         Normal    Started                          pod/neuvector-manager-pod-766f4b86f6-74kwz                       Started container neuvector-manager-pod
zarf                        65s         Normal    SuccessfulRescale                horizontalpodautoscaler/zarf-docker-registry                     New size: 3; reason: cpu resource utilization (percentage of request) above target
zarf                        65s         Normal    SuccessfulCreate                 replicaset/zarf-docker-registry-5bdb47fb66                       Created pod: zarf-docker-registry-5bdb47fb66-v92k6
zarf                        65s         Normal    Started                          pod/zarf-docker-registry-5bdb47fb66-v92k6                        Started container docker-registry
zarf                        65s         Normal    Created                          pod/zarf-docker-registry-5bdb47fb66-v92k6                        Created container docker-registry
zarf                        65s         Normal    Pulled                           pod/zarf-docker-registry-5bdb47fb66-v92k6                        Container image "127.0.0.1:31999/library/registry:2.8.3" already present on machine
zarf                        65s         Normal    ScalingReplicaSet                deployment/zarf-docker-registry                                  Scaled up replica set zarf-docker-registry-5bdb47fb66 to 3 from 2
neuvector                   64s         Normal    ScalingReplicaSet                deployment/neuvector-controller-pod                              Scaled up replica set neuvector-controller-pod-7ddbfc9f74 to 1
neuvector                   63s         Normal    SuccessfulCreate                 replicaset/neuvector-controller-pod-7ddbfc9f74                   Created pod: neuvector-controller-pod-7ddbfc9f74-8ghxl
neuvector                   63s         Normal    Pulled                           pod/neuvector-controller-pod-7ddbfc9f74-8ghxl                    Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
neuvector                   63s         Normal    Created                          pod/neuvector-controller-pod-7ddbfc9f74-8ghxl                    Created container istio-init
neuvector                   63s         Normal    Started                          pod/neuvector-controller-pod-7ddbfc9f74-8ghxl                    Started container istio-init
neuvector                   62s         Normal    Pulled                           pod/neuvector-controller-pod-7ddbfc9f74-8ghxl                    Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
neuvector                   62s         Normal    Started                          pod/neuvector-controller-pod-7ddbfc9f74-8ghxl                    Started container istio-proxy
neuvector                   62s         Normal    Created                          pod/neuvector-controller-pod-7ddbfc9f74-8ghxl                    Created container istio-proxy
neuvector                   61s         Normal    Pulled                           pod/neuvector-controller-pod-7ddbfc9f74-8ghxl                    Container image "127.0.0.1:31999/neuvector/controller:5.3.4-zarf-4157091163" already present on machine
neuvector                   61s         Normal    Created                          pod/neuvector-controller-pod-7ddbfc9f74-8ghxl                    Created container neuvector-controller-pod
neuvector                   61s         Normal    Started                          pod/neuvector-controller-pod-7ddbfc9f74-8ghxl                    Started container neuvector-controller-pod
loki                        55s         Normal    Provisioning                     persistentvolumeclaim/data-loki-write-0                          External provisioner is provisioning volume for claim "loki/data-loki-write-0"
loki                        55s         Normal    ScalingReplicaSet                deployment/loki-read                                             Scaled up replica set loki-read-5cfc7c96c9 to 1
loki                        55s         Normal    WaitForFirstConsumer             persistentvolumeclaim/data-loki-backend-0                        waiting for first consumer to be created before binding
loki                        55s         Normal    WaitForPodScheduled              persistentvolumeclaim/data-loki-backend-0                        waiting for pod loki-backend-0 to be scheduled
loki                        55s         Normal    WaitForFirstConsumer             persistentvolumeclaim/data-loki-write-0                          waiting for first consumer to be created before binding
loki                        55s         Normal    ExternalProvisioning             persistentvolumeclaim/data-loki-write-0                          Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
loki                        55s         Normal    SuccessfulCreate                 statefulset/loki-backend                                         create Claim data-loki-backend-0 Pod loki-backend-0 in StatefulSet loki-backend success
loki                        55s         Normal    SuccessfulCreate                 statefulset/loki-backend                                         create Pod loki-backend-0 in StatefulSet loki-backend successful
loki                        55s         Normal    SuccessfulCreate                 statefulset/loki-write                                           create Pod loki-write-0 in StatefulSet loki-write successful
loki                        55s         Normal    SuccessfulCreate                 statefulset/loki-write                                           create Claim data-loki-write-0 Pod loki-write-0 in StatefulSet loki-write success
loki                        55s         Warning   FailedUpdate                     statefulset/loki-backend                                         update Pod loki-backend-0 in StatefulSet loki-backend failed error: Could not update claim data-loki-backend-0 for delete policy ownerRefs: Operation cannot be fulfilled on persistentvolumeclaims "data-loki-backend-0": the object has been modified; please apply your changes to the latest version and try again
loki                        55s         Normal    SuccessfulCreate                 replicaset/loki-gateway-bb48544c6                                Created pod: loki-gateway-bb48544c6-q5pfm
loki                        55s         Normal    ScalingReplicaSet                deployment/loki-gateway                                          Scaled up replica set loki-gateway-bb48544c6 to 1
loki                        55s         Normal    SuccessfulCreate                 replicaset/loki-read-5cfc7c96c9                                  Created pod: loki-read-5cfc7c96c9-qqsbv
loki                        54s         Normal    Created                          pod/loki-read-5cfc7c96c9-qqsbv                                   Created container istio-init
loki                        54s         Normal    Pulled                           pod/loki-gateway-bb48544c6-q5pfm                                 Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
loki                        54s         Normal    Pulled                           pod/loki-read-5cfc7c96c9-qqsbv                                   Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
loki                        54s         Normal    Started                          pod/loki-gateway-bb48544c6-q5pfm                                 Started container istio-init
loki                        54s         Normal    Created                          pod/loki-gateway-bb48544c6-q5pfm                                 Created container istio-init
loki                        54s         Normal    Started                          pod/loki-read-5cfc7c96c9-qqsbv                                   Started container istio-init
uds-dev-stack               54s         Normal    Pulled                           pod/helper-pod-create-pvc-21192b76-2a25-4b52-a273-ed0b6a60086c   Container image "busybox" already present on machine
uds-dev-stack               54s         Normal    Created                          pod/helper-pod-create-pvc-21192b76-2a25-4b52-a273-ed0b6a60086c   Created container helper-pod
uds-dev-stack               53s         Normal    Started                          pod/helper-pod-create-pvc-21192b76-2a25-4b52-a273-ed0b6a60086c   Started container helper-pod
neuvector                   53s         Warning   Unhealthy                        pod/neuvector-controller-pod-7ddbfc9f74-8ghxl                    Readiness probe failed: cat: /tmp/ready: No such file or directory
loki                        53s         Normal    Provisioning                     persistentvolumeclaim/data-loki-backend-0                        External provisioner is provisioning volume for claim "loki/data-loki-backend-0"
loki                        53s         Normal    ExternalProvisioning             persistentvolumeclaim/data-loki-backend-0                        Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
uds-dev-stack               52s         Normal    Pulled                           pod/helper-pod-create-pvc-fe91af3b-d761-4c11-8164-18d6f1e396e4   Container image "busybox" already present on machine
uds-dev-stack               52s         Normal    Created                          pod/helper-pod-create-pvc-fe91af3b-d761-4c11-8164-18d6f1e396e4   Created container helper-pod
uds-dev-stack               52s         Normal    Started                          pod/helper-pod-create-pvc-fe91af3b-d761-4c11-8164-18d6f1e396e4   Started container helper-pod
loki                        51s         Normal    Created                          pod/loki-gateway-bb48544c6-q5pfm                                 Created container istio-proxy
loki                        51s         Normal    Created                          pod/loki-read-5cfc7c96c9-qqsbv                                   Created container istio-proxy
loki                        51s         Normal    Started                          pod/loki-gateway-bb48544c6-q5pfm                                 Started container istio-proxy
loki                        51s         Normal    Pulled                           pod/loki-read-5cfc7c96c9-qqsbv                                   Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
loki                        51s         Normal    Pulled                           pod/loki-gateway-bb48544c6-q5pfm                                 Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
loki                        51s         Normal    Started                          pod/loki-read-5cfc7c96c9-qqsbv                                   Started container istio-proxy
loki                        50s         Normal    Pulling                          pod/loki-read-5cfc7c96c9-qqsbv                                   Pulling image "127.0.0.1:31999/grafana/loki:2.9.6-zarf-176807990"
loki                        50s         Normal    ProvisioningSucceeded            persistentvolumeclaim/data-loki-backend-0                        Successfully provisioned volume pvc-fe91af3b-d761-4c11-8164-18d6f1e396e4
loki                        50s         Normal    ProvisioningSucceeded            persistentvolumeclaim/data-loki-write-0                          Successfully provisioned volume pvc-21192b76-2a25-4b52-a273-ed0b6a60086c
loki                        50s         Normal    Started                          pod/loki-gateway-bb48544c6-q5pfm                                 Started container nginx
loki                        50s         Normal    Created                          pod/loki-gateway-bb48544c6-q5pfm                                 Created container nginx
loki                        50s         Normal    Pulled                           pod/loki-gateway-bb48544c6-q5pfm                                 Successfully pulled image "127.0.0.1:31999/nginxinc/nginx-unprivileged:1.25-alpine-zarf-1006365545" in 714ms (714ms including waiting)
loki                        50s         Normal    Pulling                          pod/loki-gateway-bb48544c6-q5pfm                                 Pulling image "127.0.0.1:31999/nginxinc/nginx-unprivileged:1.25-alpine-zarf-1006365545"
loki                        49s         Normal    Started                          pod/loki-read-5cfc7c96c9-qqsbv                                   Started container loki
loki                        49s         Normal    Started                          pod/loki-backend-0                                               Started container istio-init
loki                        49s         Normal    Started                          pod/loki-write-0                                                 Started container istio-init
loki                        49s         Normal    Created                          pod/loki-read-5cfc7c96c9-qqsbv                                   Created container loki
loki                        49s         Normal    Created                          pod/loki-write-0                                                 Created container istio-init
loki                        49s         Normal    Pulled                           pod/loki-write-0                                                 Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
loki                        49s         Normal    Pulled                           pod/loki-read-5cfc7c96c9-qqsbv                                   Successfully pulled image "127.0.0.1:31999/grafana/loki:2.9.6-zarf-176807990" in 671ms (671ms including waiting)
loki                        49s         Normal    Pulled                           pod/loki-backend-0                                               Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
loki                        49s         Normal    Created                          pod/loki-backend-0                                               Created container istio-init
loki                        48s         Normal    Created                          pod/loki-backend-0                                               Created container loki
loki                        48s         Normal    Pulled                           pod/loki-backend-0                                               Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
loki                        48s         Normal    Created                          pod/loki-backend-0                                               Created container istio-proxy
loki                        48s         Normal    Started                          pod/loki-backend-0                                               Started container istio-proxy
loki                        48s         Normal    Pulled                           pod/loki-backend-0                                               Container image "127.0.0.1:31999/grafana/loki:2.9.6-zarf-176807990" already present on machine
loki                        48s         Normal    Started                          pod/loki-write-0                                                 Started container loki
loki                        48s         Normal    Pulled                           pod/loki-write-0                                                 Container image "127.0.0.1:31999/grafana/loki:2.9.6-zarf-176807990" already present on machine
loki                        48s         Normal    Started                          pod/loki-write-0                                                 Started container istio-proxy
loki                        48s         Normal    Created                          pod/loki-write-0                                                 Created container loki
loki                        48s         Normal    Started                          pod/loki-backend-0                                               Started container loki
loki                        48s         Normal    Created                          pod/loki-write-0                                                 Created container istio-proxy
loki                        48s         Normal    Pulled                           pod/loki-write-0                                                 Container image "127.0.0.1:31999/istio/proxyv2:1.22.3-distroless" already present on machine
loki                        9s          Warning   Unhealthy                        pod/loki-write-0                                                 Readiness probe failed: HTTP probe failed with statuscode: 503
